":ID","id","name","fullName","scheme","firstReleaseYear:int","governanceStatement","statusStatement","description","sourceJurisdictionLabel","assertedBy","authoritativeSource","sourceVersion","mappingStatus","judgementReason","whyAStandard","isNiche:boolean","evidenceStatus",":LABEL","regulatoryRequirementReference"
"assessment:sql-ddl","assessment-sql-ddl","SQL DDL landscape assessment","","","","","","","","","","","","Universal way to describe a relational schema; portable across engines.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:avro-schema","avro-schema","AVRO Schema","Apache Avro Schema","","2009","Apache Software Foundation","Stable; ubiquitous in streaming","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:avro-schema","assessment-avro-schema","AVRO Schema landscape assessment","","","","","","","","","","","","Schema language for Kafka payloads; pairs with Schema Registry.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:protobuf","protobuf","Protobuf","Protocol Buffers","","2008","Google (open source, vendor-driven)","Stable; de-facto schema for binary RPC","","","","","","","","The .proto language and the wire format are publicly specified, with compilers and runtimes for every major language. gRPC, Schema Registry, and countless internal RPC stacks depend on the format definition rather than Google's implementation. That is the standard surface, even though Google governs it.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:protobuf","assessment-protobuf","Protobuf landscape assessment","","","","","","","","","","","","Strong schema-evolution rules; default for gRPC.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:iceberg-catalog","iceberg-catalog","Iceberg Catalog","Iceberg REST Catalog","","2022","Apache Software Foundation","Stable; rapidly becoming the default catalog protocol","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:iceberg-catalog","assessment-iceberg-catalog","Iceberg Catalog landscape assessment","","","","","","","","","","","","Canonical catalog API for Iceberg; multi-vendor implementations.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:unity-catalog","unity-catalog","Unity Catalog","Unity Catalog","","2024","Linux Foundation (originally Databricks)","Open-sourced 2024; growing ecosystem","","","","","","","","Unity Catalog publishes a public REST API that other catalogs and engines can implement and consume. The API is the standard surface — that is what makes ""speaks Unity"" a portability claim rather than a Databricks lock-in. The reference implementation is open source under the Linux Foundation.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:unity-catalog","assessment-unity-catalog","Unity Catalog landscape assessment","","","","","","","","","","","","LF-open-sourced but still Databricks-tilted in practice.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:hive-metastore","hive-metastore","Hive Metastore","Apache Hive Metastore","","2010","Apache Software Foundation","Stable; ubiquitous in lakehouse engines, slowly being replaced by Iceberg REST and Unity Catalog","","","","","","","","The Hive Metastore Thrift API is publicly defined and re-implemented by every major lakehouse engine. ""Speaks the Hive Metastore API"" became the portability test for a generation of big-data tools — the API is the standard, independent of the original Hive server.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:hive-metastore","assessment-hive-metastore","Hive Metastore landscape assessment","","","","","","","","","","","","The catalog Iceberg REST is displacing; maintain only.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:schema-registry","schema-registry","Schema Registry","Confluent Schema Registry","","2014","Confluent (open API; multiple compatible implementations)","De-facto standard for streaming schemas","","","","","","","","Confluent's Schema Registry REST API is publicly documented and re-implemented by Apicurio (Red Hat), AWS Glue, Karapace (Aiven), and Redpanda. Producers and consumers depend on the API contract, not on Confluent's server — which is what promotes it from a vendor product to a de-facto standard.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:schema-registry","assessment-schema-registry","Schema Registry landscape assessment","","","","","","","","","","","","The default Kafka schema-management surface.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:csv","csv","CSV","Comma-Separated Values (RFC 4180)","","2005","IETF (RFC 4180)","Stable; the lowest common denominator for tabular data","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:csv","assessment-csv","CSV landscape assessment","","","","","","","","","","","","Universal flat file; ugly but ubiquitous.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:json","json","JSON","JavaScript Object Notation","","2001","IETF RFC 8259 / ECMA-404","Stable; ubiquitous","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:json","assessment-json","JSON landscape assessment","","","","","","","","","","","","Universal payload format; not a choice.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:xml","xml","XML","Extensible Markup Language","","1998","W3C","Stable since 1998; XML 1.0 (Fifth Edition, 2008) is the de-facto current spec","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:xml","assessment-xml","XML landscape assessment","","","","","","","","","","","","Load-bearing in finance, healthcare, and government; mature tooling around XSD, XSLT, XPath, XQuery.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:yaml","yaml","YAML","YAML Ain't Markup Language","","2001","yaml.org / community spec","Stable; v1.2.2 (2021)","","","","","","","","","true","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:yaml","assessment-yaml","YAML landscape assessment","","","","","","","","","","","","Default surface for config and contract specs.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:parquet","parquet","PARQUET","Apache Parquet","","2013","Apache Software Foundation","Stable; the columnar default","","","","","","","","Parquet's on-disk format is published as an open spec with independent reader/writer implementations in C++, Java, Rust, Go, and Python. Every analytics engine and lakehouse format depends on the format spec, not on a particular library. That makes the file format itself the standard.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:parquet","assessment-parquet","PARQUET landscape assessment","","","","","","","","","","","","De-facto columnar storage; baseline for analytics.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:avro","avro","AVRO","Apache Avro","","2009","Apache Software Foundation","Stable; standard in Kafka","","","","","","","","The Avro container format and binary encoding are open specifications with independent implementations across Java, Python, Go, C++, and Rust. Kafka, Schema Registry, and most stream processors depend on the format spec, not on a particular Avro library — which is what makes it portable.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:avro","assessment-avro","AVRO landscape assessment","","","","","","","","","","","","Kafka's binary payload of choice; first-class with Schema Registry.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:orc","orc","ORC","Apache ORC (Optimized Row Columnar)","","2013","Apache Software Foundation","Stable; mostly seen in Hive-era stacks","","","","","","","","ORC's on-disk format is an open Apache spec with independent readers in Java, C++, and Rust. Hive, Spark, Trino, Presto and others read and write the same files because they target the format, not a single library. The file format is the standard surface.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:orc","assessment-orc","ORC landscape assessment","","","","","","","","","","","","Pick if you're in Hive/Tez territory; otherwise Parquet wins.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:lance","lance","Lance","Lance","","2022","Lance community (independent open source, LF-inspired governance)","Emerging; production use concentrated in AI/ML stacks","","","","","","","","Lance's on-disk format is published as an open spec with independent Rust and Python implementations. LanceDB, DataFusion, DuckDB integrations, and downstream tools target the format itself rather than a single library — putting it on the de-facto standard track under an open, LF-style community governance model.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:lance","assessment-lance","Lance landscape assessment","","","","","","","","","","","","AI/ML-optimised columnar format; trajectory good, adoption concentrated.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:openlineage","openlineage","OpenLineage","OpenLineage","","2020","Linux Foundation","Stable; growing integration list","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:openlineage","assessment-openlineage","OpenLineage landscape assessment","","","","","","","","","","","","The lineage-emission standard, with column-level support.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:opa","opa","OPA","Open Policy Agent","","2016","CNCF (Graduated)","Stable; de-facto policy engine for cloud-native","","","","","","","","Rego — the policy language OPA defines — has become the portable way to express authorization rules across cloud-native systems. Kubernetes admission control, service meshes, CI gates, and data-mesh governance all consume the same Rego policies. The language and the OPA evaluation API are the standard, with multiple compatible runtimes.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:opa","assessment-opa","OPA landscape assessment","","","","","","","","","","","","General-purpose policy engine; mature Rego ecosystem.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:mcp","mcp","MCP","Model Context Protocol","","2024","Linux Foundation (created by Anthropic; multi-vendor steering)","Active; rapid adoption since late 2024","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:mcp","assessment-mcp","MCP landscape assessment","","","","","","","","","","","","Became the AI tool-integration default in 2024–2025.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:a2a","a2a","A2A","Agent2Agent Protocol","","2025","Linux Foundation (created by Google; multi-vendor steering)","Active; donated to LF in 2025","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:a2a","assessment-a2a","A2A landscape assessment","","","","","","","","","","","","Agent-to-agent protocol; right when you have multi-agent orchestration, otherwise overkill.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:s3","s3","S3","Amazon S3 API","","2006","AWS (vendor-controlled, but de-facto standard)","De-facto standard; implemented by everyone","","","","","","","","AWS publishes the S3 REST API, and MinIO, Cloudflare R2, Backblaze B2, Wasabi, Ceph RGW, GCS interop, and most on-prem object stores re-implement it. ""Speaks S3"" is treated as a portability guarantee precisely because the API surface — not AWS's server — is what tools depend on.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:s3","assessment-s3","S3 landscape assessment","","","","","","","","","","","","The object-storage API everyone implements.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:ossie","ossie","Ossie","Apache Ossie (incubating)","","2025","Apache Software Foundation (incubating) — donated by the OSI Initiative; 50+ organisations including Snowflake, Salesforce, dbt Labs, Databricks, Dremio","Incubating at the ASF since July 2026; spec still early, working groups very active","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:ossie","assessment-ossie","Ossie landscape assessment","","","","","","","","","","","","Emerging vendor-neutral semantic exchange, now under ASF governance; promising, adoption early.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:rdf-owl","rdf-owl","RDF/OWL","Resource Description Framework / Web Ontology Language","","1999","W3C","Stable; foundation of the semantic web","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:rdf-owl","assessment-rdf-owl","RDF/OWL landscape assessment","","","","","","","","","","","","Semantic-web foundation; right when reasoning/inference matter.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:dcat","dcat","DCAT","Data Catalog Vocabulary","","2014","W3C","Stable; v3 current","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:dcat","assessment-dcat","DCAT landscape assessment","","","","","","","","","","","","Mandatory in EU open-data and many regulatory contexts.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:skos","skos","SKOS","Simple Knowledge Organization System","","2009","W3C","Stable since 2009","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:skos","assessment-skos","SKOS landscape assessment","","","","","","","","","","","","Right when you actually have a taxonomy.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:shacl","shacl","SHACL","Shapes Constraint Language","","2017","W3C","Stable since 2017 (1.0); SHACL 1.2 in progress (FPWDs published 2025)","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:shacl","assessment-shacl","SHACL landscape assessment","","","","","","","","","","","","Validate RDF; only when you already speak RDF.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:json-ld","json-ld","JSON-LD","JSON for Linking Data","","2014","W3C","Stable; JSON-LD 1.1 current","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:json-ld","assessment-json-ld","JSON-LD landscape assessment","","","","","","","","","","","","Pragmatic semantic-web on-ramp inside ordinary JSON.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:sparql","sparql","SPARQL","SPARQL Protocol and RDF Query Language","","2008","W3C","Stable; SPARQL 1.1 current, 1.2 in progress","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:sparql","assessment-sparql","SPARQL landscape assessment","","","","","","","","","","","","Query RDF; right when your data lives in triples.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:hdfs","hdfs","HDFS","Hadoop Distributed File System","","2006","Apache Software Foundation","Stable; mature, declining in greenfield projects","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:hdfs","assessment-hdfs","HDFS landscape assessment","","","","","","","","","","","","Hadoop-era distributed FS; object storage replaced it for nearly all new builds.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:jdbc","jdbc","JDBC","Java Database Connectivity","","1997","Java Community Process (JCP)","Stable; ubiquitous in JVM ecosystems","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:jdbc","assessment-jdbc","JDBC landscape assessment","","","","","","","","","","","","Every JVM data tool speaks it; default for 25 years.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:odbc","odbc","ODBC","Open Database Connectivity","","1992","ISO/IEC 9075-3 (originally Microsoft / SQL Access Group)","Stable since 1992; cross-language standard","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:odbc","assessment-odbc","ODBC landscape assessment","","","","","","","","","","","","Cross-language equivalent of JDBC; sits behind every BI tool.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:xmla","xmla","XMLA","XML for Analysis","","2001","XMLA Council (Microsoft, Hyperion, SAS); de-facto industry spec","Legacy; still the standard wire protocol for OLAP/semantic-layer access","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:xmla","assessment-xmla","XMLA landscape assessment","","","","","","","","","","","","Legacy SOAP-based BI protocol; survives only inside MS Analysis Services.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:adbc","adbc","ADBC","Arrow Database Connectivity","","2023","Apache Software Foundation (Arrow project)","Stable; growing driver ecosystem","","","","","","","","ADBC is published as an open API specification under the Apache Arrow project, with drivers contributed by multiple vendors (Snowflake, BigQuery, DuckDB, Postgres, SQLite). The driver interface and the Arrow-batch result contract are the standard surface — like JDBC/ODBC, but columnar.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:adbc","assessment-adbc","ADBC landscape assessment","","","","","","","","","","","","Arrow-native DB connectivity; the modern replacement for JDBC/ODBC on analytical workloads.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:quack","quack","Quack","Quack","","2025","DuckDB Labs (vendor-driven open source)","Emerging; new client-server protocol from the DuckDB ecosystem","","","","","","","","Quack is published as an open protocol specification by DuckDB Labs. Listed on the de-facto criterion: the wire format is the standard surface, even though governance sits with a single vendor and adoption is still concentrated in the DuckDB ecosystem.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:quack","assessment-quack","Quack landscape assessment","","","","","","","","","","","","DuckDB's new client-server protocol; promising but early — watch adoption beyond the DuckDB ecosystem.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:http","http","HTTP","Hypertext Transfer Protocol","","1991","IETF","Stable; HTTP/3 (RFC 9114) is current","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:http","assessment-http","HTTP landscape assessment","","","","","","","","","","","","Universal application transport; nobody decides to use it.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:kafka","kafka","Kafka","Apache Kafka","","2011","Apache Software Foundation","Stable; the de-facto streaming platform","","","","","","","","The Kafka wire protocol is publicly documented and re-implemented by Redpanda, WarpStream, and AutoMQ — clients written for one server work against the others. The standard surface is the protocol, not the Apache Kafka broker; that is what lets producers and consumers stay portable across vendors.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:kafka","assessment-kafka","Kafka landscape assessment","","","","","","","","","","","","The streaming backbone; competitors challenge the implementation, not the category.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:mqtt","mqtt","MQTT","Message Queuing Telemetry Transport","","1999","OASIS","Stable; MQTT 5.0 standardised","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:mqtt","assessment-mqtt","MQTT landscape assessment","","","","","","","","","","","","Excellent in IoT/edge, irrelevant outside it.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:cloudevents","cloudevents","CloudEvents","CloudEvents","","2018","CNCF (Graduated)","Stable; CloudEvents 1.0 graduated at CNCF","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:cloudevents","assessment-cloudevents","CloudEvents landscape assessment","","","","","","","","","","","","Default event envelope; HTTP/Kafka/AMQP/MQTT bindings all standardised.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:amqp","amqp","AMQP","Advanced Message Queuing Protocol","","2003","OASIS","Stable; AMQP 1.0 standardised","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:amqp","assessment-amqp","AMQP landscape assessment","","","","","","","","","","","","Pick when you want broker semantics (RabbitMQ-shaped problems).","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:jms","jms","JMS","Jakarta Messaging (formerly Java Message Service)","","2001","Eclipse Foundation (Jakarta EE); originally JCP","Stable; Jakarta Messaging 3.1 is current","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:jms","assessment-jms","JMS landscape assessment","","","","","","","","","","","","Java-only messaging API; maintain if you have it, don't pick it new.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:ftp","ftp","FTP / SFTP","File Transfer Protocol / SSH File Transfer Protocol","","1971","IETF","Stable; legacy but pervasive in B2B data exchange","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:ftp","assessment-ftp","FTP / SFTP landscape assessment","","","","","","","","","","","","Unencrypted FTP is unsafe for new work; SFTP-only as a last resort when partners can't speak HTTP APIs.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:deltasharing","deltasharing","Delta Sharing","Delta Sharing Protocol","","2021","Linux Foundation (donated by Databricks)","Stable; multi-vendor adoption","","","","","","","","Delta Sharing is published as an open REST protocol specification under the Linux Foundation, with reference servers and clients across multiple languages and several independent implementations (Databricks, AWS, Azure, Power BI). The wire protocol is the standard surface — not the Databricks product.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:deltasharing","assessment-deltasharing","Delta Sharing landscape assessment","","","","","","","","","","","","Cross-org sharing without copies; well-defined niche.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:dataframe","dataframe","DataFrame API","Python Dataframe API Standard","","2021","Consortium for Python Data API Standards (data-apis.org)","Draft RFC; multi-vendor adoption underway","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:dataframe","assessment-dataframe","DataFrame API landscape assessment","","","","","","","","","","","","Portable Python DataFrame spec; the way to write library code that runs on pandas, Polars, Modin, and cuDF.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:arrow","arrow","Apache Arrow","Apache Arrow","","2016","Apache Software Foundation","Stable; broadly adopted across the analytics stack","","","","","","","","Arrow's columnar memory layout and IPC format are an open specification, not a library. DuckDB, Polars, pandas 2.x, Spark, and ADBC all align on the same in-memory representation, which is what enables zero-copy interchange across engines and languages. The format spec is the standard.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:arrow","assessment-arrow","Apache Arrow landscape assessment","","","","","","","","","","","","In-memory columnar standard powering Flight, ADBC, DataFusion, Polars.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:spark","spark","Spark","Apache Spark","","2014","Apache Software Foundation","Stable; Spark 4.x current, 3.x widely deployed","","","","","","","","Spark's DataFrame API and the Spark Connect protocol are the standard parts. Spark Connect publishes a gRPC contract that any Spark-compatible engine can serve, and the DataFrame API is what other engines (e.g. Databricks Connect, Apache Sedona) target. The interface, not the JVM runtime, is what makes Spark a standard.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:spark","assessment-spark","Spark landscape assessment","","","","","","","","","","","","Default distributed batch+streaming engine.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:beam","beam","Beam","Apache Beam","","2016","Apache Software Foundation","Stable; multi-runner model spec","","","","","","","","Beam's value is the model, not the runner. The Beam programming model and the portability framework (Fn API, Runner API) are an open specification that multiple runners implement. Pipelines move between Flink, Spark, and Dataflow without code changes precisely because all three implement the same Beam contract — making the model the standard surface tools and teams target.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:beam","assessment-beam","Beam landscape assessment","","","","","","","","","","","","Write once, run on Flink/Spark/Dataflow; right when runner portability matters.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:pandas","pandas","Pandas","pandas","","2008","NumFOCUS (open source)","Stable; the de-facto Python DataFrame API","","","","","","","","The pandas Python API is the de-facto DataFrame interface other libraries deliberately mimic — Modin, cuDF, Dask, and many wrappers expose pandas-compatible surfaces precisely because users already know it. The API shape, not the implementation, is what makes pandas a standard reference.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:pandas","assessment-pandas","Pandas landscape assessment","","","","","","","","","","","","Universal Python DataFrame; you don't choose it, you encounter it.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:ibis","ibis","Ibis","Ibis","","2015","Ibis Project (open source)","Stable; multi-backend","","","","","","","","Ibis defines a backend-neutral DataFrame expression API, with a published backend protocol that 20+ engines implement. The API and the backend contract are the standard surface — Ibis is the rare project where the standardised ""interface"" is its whole reason to exist.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:ibis","assessment-ibis","Ibis landscape assessment","","","","","","","","","","","","Portable Python DataFrame compiling to many backends; trajectory strong, footprint small.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:sql-dml","sql-dml","SQL DML","SQL Data Manipulation Language","","1986","ANSI / ISO/IEC 9075","Stable since 1986; revised regularly (latest SQL:2023)","","","","","","","","ISO/IEC 9075 specifies a portable DML core — CTEs (SQL:1999), window functions (SQL:2003), and MERGE (SQL:2003) — that every serious analytical engine implements. Transformations written against this core run on Snowflake, BigQuery, Databricks, DuckDB, Postgres, and Trino with minimal change. The standard surface, not any vendor's dialect, is what makes SQL the default processing language.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:sql-dml","assessment-sql-dml","SQL DML landscape assessment","","","","","","","","","","","","Portable transformation language across relational/lakehouse engines.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:xslt","xslt","XSLT","Extensible Stylesheet Language Transformations","","1999","W3C","Legacy; XSLT 3.0 (2017) is current, but new adoption is rare","","","","","","","","","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:xslt","assessment-xslt","XSLT landscape assessment","","","","","","","","","","","","XML transformation; maintain if you have it, don't pick it new.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:linkml","linkml","LinkML","Linked data Modeling Language","","2019","LinkML community / Monarch Initiative","Stable; widely used in biomedical and life-sciences data modelling","","","","","","","","","true","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:linkml","assessment-linkml","LinkML landscape assessment","","","","","","","","","","","","Multi-output schema language; strong in biomedical, niche elsewhere.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:schemaorg","schemaorg","schema.org","schema.org vocabulary","","2011","schema.org Community Group / W3C","Stable; mainstream for web structured data, niche in data-architecture contexts","","","","","","","","","true","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:schemaorg","assessment-schemaorg","schema.org landscape assessment","","","","","","","","","","","","Web SEO/structured-data vocabulary; different audience from data-platform work.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:shex","shex","ShEx","Shape Expressions Language","","2017","W3C Shape Expressions Community Group","Stable; ShEx 2.1 current","","","","","","","","","true","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:shex","assessment-shex","ShEx landscape assessment","","","","","","","","","","","","RDF shape validation parallel to SHACL; smaller community.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:odrl","odrl","ODRL","Open Digital Rights Language","","2018","W3C","W3C Recommendation; v2.2 current (since 2018)","","","","","","","","","true","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:odrl","assessment-odrl","ODRL landscape assessment","","","","","","","","","","","","Rights-expression language; relevant where data licensing matters.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:prov","prov","PROV","PROV — Provenance Family","","2013","W3C","W3C Recommendation since 2013","","","","","","","","","true","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:prov","assessment-prov","PROV landscape assessment","","","","","","","","","","","","W3C provenance vocabulary; predates OpenLineage by a decade, fading.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:gql","gql","GQL","Graph Query Language","","2024","ISO/IEC 39075:2024","Stable; ISO/IEC 39075:2024 published","","","","","","","","","true","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:gql","assessment-gql","GQL landscape assessment","","","","","","","","","","","","Vendor-neutral property-graph query language — pick when your stack is already on graph databases.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:odata","odata","OData","Open Data Protocol (v4)","","2014","OASIS (originally Microsoft)","Stable; v4.01 current (OASIS Standard since 2014)","","","","","","","","OData is an OASIS Standard with a publicly-defined wire protocol and metadata format (CSDL). Multiple independent implementations exist across Microsoft, SAP, Salesforce, Oracle, and the OData4j / Olingo open-source stacks, so ""speaks OData"" is a portability claim rather than a vendor-lock-in label.","false","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:odata","assessment-odata","OData landscape assessment","","","","","","","","","","","","Pick when you live in the Microsoft BI/Dynamics world.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
"standard:frictionless-table-schema","frictionless-table-schema","Table Schema","Frictionless Table Schema","","2017","Frictionless Data / Open Knowledge Foundation","Stable; v1.0 (2017), continually maintained","","","","","","","","","true","DIRECT_OBSERVATION","LandscapeEntry;DataStandardLandscapeEntry",""
"assessment:frictionless-table-schema","assessment-frictionless-table-schema","Table Schema landscape assessment","","","","","","","","","","","","Lightweight Frictionless tabular spec; small ecosystem.","","","DIRECT_OBSERVATION","LandscapeAssessment",""
